n,x0,gapII,family_gapII,num_it
10,0 0 1/2 1 0 1/2 0 0 0 1 1/2 0 0 1/2 0 0 0 0 0 1/2 0 0 1/2 0 0 0 0 1 0 0 0 0 1/2 0 1/2 1/2 0 1 0 0 0 1/2 0 1/2 1/2,1.111111,1.333333,0
10,0 0 1 1/2 0 1/2 0 0 0 1 1/2 0 0 1/2 0 0 0 0 0 1/2 0 0 1/2 0 0 0 0 1/2 0 0 0 0 1/2 0 1 1 0 1/2 0 0 0 0 1/2 1/2 1/2,1.125000,1.333333,3
10,0 0 1/2 1 0 1/2 0 0 0 1 1/2 0 0 1/2 0 0 0 0 0 1/2 0 0 1/2 0 0 0 0 1 0 0 0 1/2 0 0 1/2 0 1/2 1 0 0 0 1/2 0 1/2 1/2,1.125000,1.285714,1
10,0 0 1 1/2 0 1/2 0 0 0 1/2 1/2 0 0 1 0 0 0 0 0 1 0 0 1/2 0 0 0 0 1/2 0 0 0 1/2 0 0 1 0 1/2 1/2 0 0 0 0 1/2 1/2 1/2,1.125000,1.333333,2
10,0 1/2 0 0 0 0 1/2 0 1 0 1 0 0 0 0 1/2 1/2 0 0 0 1/2 0 1 0 0 0 1/2 1/2 0 0 1 1/2 0 1/2 0 1/2 1/2 0 0 0 0 0 0 1/2 0,1.111111,1.333333,0
10,0 1/2 0 0 0 1/2 0 0 1 0 0 0 1 0 1/2 0 1/2 0 0 0 1/2 0 1 0 1 0 1/2 0 1/2 0 0 1/2 1/2 0 0 0 1/2 1/2 0 0 0 0 0 1/2 0,1.125000,1.285714,2
10,0 1/2 0 0 1 0 1/2 0 0 0 1/2 1 0 0 0 1/2 0 0 0 0 1 1/2 0 0 0 0 0 1/2 0 1 0 1/2 0 1/2 0 1/2 0 0 1/2 0 0 0 1/2 0 1/2,1.111111,1.333333,0
10,0 1/2 0 0 1 0 1/2 0 0 0 1 1/2 0 0 0 1/2 0 0 0 0 1 1/2 0 0 0 0 0 1/2 0 1/2 0 1/2 0 1 0 1/2 0 0 1/2 0 0 0 0 1/2 1/2,1.111111,1.333333,0
10,0 1 0 0 1/2 0 1/2 0 0 0 1 1/2 0 1/2 0 0 0 0 0 0 1/2 1/2 0 0 0 0 0 1/2 1/2 0 0 1 0 0 1/2 0 0 1/2 1 0 0 0 1/2 0 1/2,1.125000,1.291667,2
10,0 1 0 0 1/2 1/2 0 0 0 0 1 1/2 0 0 0 1/2 0 1/2 0 0 0 1/2 0 0 0 0 0 0 1/2 0 0 1/2 0 0 1 1 1/2 0 0 0 0 0 1/2 1/2 1/2,1.111111,1.333333,0
10,0 1 0 0 1/2 1/2 0 0 0 0 1 1/2 0 1/2 0 0 0 0 0 0 1/2 1/2 0 0 0 0 0 1/2 0 1/2 0 0 1 1/2 0 0 0 1 1/2 0 0 1/2 0 0 1/2,1.111111,1.333333,0
10,0 1 0 1/2 0 0 0 0 1/2 1/2 1/2 0 0 0 0 0 1 0 0 0 1/2 0 0 0 1 0 0 1/2 0 0 0 0 0 1/2 0 1 1/2 1/2 0 0 1/2 0 1/2 1/2 0,1.111111,1.333333,0
10,0 1/2 0 1 0 0 1/2 0 0 0 1 0 1/2 1/2 0 0 0 0 0 0 1 1/2 0 0 0 0 0 1/2 0 1/2 0 1/2 0 1/2 0 0 0 1 1/2 0 0 0 0 1/2 1/2,1.111111,1.333333,0
10,0 1 0 1/2 0 0 1/2 0 0 0 1 0 1/2 1/2 0 0 0 0 0 0 1/2 1/2 0 0 0 0 0 1/2 0 1/2 0 1 0 1/2 0 0 0 1 1/2 0 0 0 0 1/2 1/2,1.125000,1.285714,2
10,0 1/2 0 1 0 1/2 0 0 0 0 1/2 0 1 1/2 0 0 0 0 0 0 1/2 0 0 1 0 0 1/2 0 1 0 0 0 1/2 0 1/2 0 1/2 1/2 0 0 0 0 1/2 1/2 0,1.125000,1.333333,4
10,0 1/2 1 0 0 0 1/2 0 0 1/2 0 1 0 0 0 0 1/2 0 0 0 0 0 1 0 0 0 1/2 1/2 0 0 0 1/2 0 1/2 0 1/2 1/2 0 1 0 0 1/2 1/2 0 0,1.100000,1.300000,0
10,0 1/2 1 0 0 0 1/2 0 0 1 0 1/2 0 0 0 0 1/2 0 0 0 0 0 1/2 0 0 0 1/2 1/2 0 0 0 1/2 0 1 0 1/2 1/2 0 1 0 0 1/2 1/2 0 0,1.111111,1.333333,0
10,0 1/2 1 0 0 0 1/2 0 0 1/2 0 1 0 0 0 0 1/2 0 0 0 0 0 1 0 0 0 1/2 1/2 0 0 0 1/2 0 1/2 0 1/2 1/2 0 1 0 1/2 0 0 1/2 0,1.111111,1.333333,0
10,0 1/2 1 0 0 0 1/2 0 0 1 0 1/2 0 1/2 0 0 0 0 0 0 0 0 1/2 0 0 0 1/2 1/2 0 0 0 0 0 1/2 1 1 1/2 0 1/2 0 0 0 1/2 0 1/2,1.111111,1.333333,0
10,0 1 1/2 0 0 0 1/2 0 0 1/2 0 1 0 1/2 0 0 0 0 0 0 0 0 1/2 0 0 0 1 1/2 0 0 0 1/2 0 0 1/2 0 1/2 1/2 1 0 0 0 1/2 0 1/2,1.125000,1.285714,1
10,0 1/2 1 0 0 1/2 0 0 0 1/2 0 1 0 0 0 0 1/2 0 0 0 0 0 1 0 0 0 1/2 1/2 0 0 0 1/2 0 1/2 0 1/2 1/2 0 1 0 0 0 1/2 1/2 0,1.111111,1.333333,0
10,1 0 0 1/2 0 0 1/2 0 0 0 0 0 1/2 0 1/2 0 0 1 0 0 1/2 1/2 0 0 0 0 1/2 0 1/2 0 0 1 0 0 1/2 0 0 1/2 1 0 0 0 1/2 0 1/2,1.125000,1.250000,1
10,0 0 0 2/3 0 1/3 0 0 1 0 1 0 0 1/3 0 0 2/3 0 0 2/3 2/3 0 2/3 0 0 0 2/3 1/3 0 0 0 0 1/3 1 0 0 1 1/3 0 0 0 0 0 1/3 0,1.105263,1.315789,0
10,0 0 0 2/3 0 1/3 0 0 1 0 1 0 0 1/3 0 0 2/3 0 0 2/3 1 0 1/3 0 0 0 1/3 2/3 0 0 0 0 1/3 1 0 0 1 1/3 0 0 0 0 0 0 1/3,1.105263,1.315789,0
10,0 0 0 1 0 1/3 0 0 2/3 0 2/3 0 0 1/3 0 0 1 0 0 2/3 1 0 1/3 0 0 0 1/3 1 0 0 0 0 1/3 2/3 0 0 1/3 1 0 0 0 0 0 1/3 0,1.105263,1.315789,0
10,0 0 0 1 0 1/3 0 0 2/3 2/3 0 0 0 0 1/3 0 1 0 0 0 1/3 0 1 0 0 2/3 1 0 1/3 0 0 1/3 2/3 0 0 0 1 1/3 0 0 0 0 0 0 1/3,1.105263,1.315789,0
10,0 0 0 2/3 0 1/3 0 0 1 1 0 0 0 0 1/3 0 2/3 0 0 0 1/3 2/3 0 0 0 2/3 1 0 1/3 0 0 1/3 0 1 0 0 1 1/3 0 0 0 0 0 0 1/3,1.114286,1.250000,2
10,0 0 0 2/3 1 0 1/3 0 0 2/3 1/3 0 0 0 0 1 0 0 0 0 1/3 1 0 0 0 0 1 0 0 2/3 0 0 1/3 0 1 1/3 0 2/3 0 0 0 1/3 1/3 0 0,1.105263,1.315789,0
10,0 0 0 2/3 1 0 1/3 0 0 2/3 1/3 0 0 0 0 1 0 0 0 0 1/3 1 0 0 0 0 1 0 0 2/3 0 0 1/3 0 1 2/3 0 1/3 0 0 0 0 1/3 0 1/3,1.090909,1.272727,0
10,0 0 0 2/3 1 0 1/3 0 0 2/3 1 0 0 0 0 1/3 0 0 0 0 1 1/3 0 0 0 0 1/3 0 0 2/3 0 0 1/3 0 1 1/3 0 2/3 0 0 0 1/3 1 0 0,1.090909,1.272727,0
10,0 0 0 2/3 1 0 1/3 0 0 2/3 1 0 0 0 0 1/3 0 0 0 0 1 1/3 0 0 0 0 1/3 0 0 2/3 0 0 1/3 0 1 2/3 0 1/3 0 0 0 0 1 0 1/3,1.080000,1.240000,0
10,0 0 0 2/3 1 0 1/3 0 0 1/3 1 0 0 0 0 2/3 0 0 0 0 2/3 1 0 0 0 0 2/3 0 1/3 0 0 0 1/3 0 1 2/3 0 0 1/3 0 0 0 1/3 0 2/3,1.105263,1.315789,0
10,0 0 0 1 1/3 2/3 0 0 0 1 1/3 0 0 0 0 2/3 0 0 0 0 1/3 2/3 0 0 0 0 2/3 0 0 1 0 0 2/3 0 1/3 0 2/3 1 0 0 0 1/3 0 0 1/3,1.105263,1.315789,0
10,0 0 0 2/3 1 1/3 0 0 0 1 2/3 0 0 0 1/3 0 0 0 0 0 1/3 0 0 2/3 0 0 1 1/3 0 0 0 1/3 0 1 0 0 0 1/3 2/3 0 0 0 2/3 2/3 0,1.090909,1.272727,0
10,0 0 0 1 2/3 1/3 0 0 0 1 2/3 0 0 0 1/3 0 0 0 0 0 1/3 0 0 2/3 0 0 1 1/3 0 0 0 1/3 0 2/3 0 0 0 1/3 1 0 0 0 1 1/3 0,1.105263,1.315789,0
10,0 0 0 2/3 1 1/3 0 0 0 1/3 2/3 0 0 0 1 0 0 0 0 0 1 0 2/3 0 0 0 1/3 0 0 1 0 1/3 0 1 0 0 1/3 0 2/3 0 0 0 1/3 1/3 0,1.090909,1.272727,0
10,0 0 0 2/3 1 1/3 0 0 0 1 2/3 0 0 0 1/3 0 0 0 0 0 1/3 0 2/3 0 0 0 1/3 0 0 1 0 1 0 1/3 0 0 1/3 0 2/3 0 0 0 1 1/3 0,1.105263,1.315789,0
10,0 0 1/3 0 2/3 0 0 0 1 1 0 2/3 0 1/3 0 0 0 2/3 0 0 0 1/3 0 0 0 0 0 0 1 0 0 1/3 1 0 0 2/3 0 2/3 0 0 0 2/3 1/3 1/3 0,1.090909,1.272727,0
10,0 0 2/3 0 2/3 0 0 0 2/3 1 0 2/3 0 1/3 0 0 0 2/3 0 0 0 1/3 0 0 0 0 0 0 2/3 0 0 1/3 1 0 0 1/3 0 1 0 0 0 1 1/3 1/3 0,1.090909,1.272727,0
10,0 0 1/3 0 1 0 0 0 2/3 1 0 2/3 0 1/3 0 0 0 2/3 0 0 0 1/3 0 0 0 0 0 0 1 0 0 1/3 1 0 0 1/3 0 2/3 0 0 0 1 1/3 1/3 0,1.090909,1.272727,0
10,0 0 1/3 0 2/3 0 0 0 1 2/3 0 2/3 0 2/3 0 0 0 1 0 0 0 1/3 0 0 0 0 0 2/3 0 0 0 1/3 0 1 0 1 0 1/3 0 0 0 0 1/3 2/3 1/3,1.105263,1.315789,0
10,0 0 1/3 0 1 0 0 0 2/3 1 2/3 0 0 1/3 0 0 0 0 2/3 0 1/3 0 0 0 0 0 0 1 0 0 0 1/3 0 1 0 0 2/3 1/3 0 0 0 1 1/3 0 1/3,1.105263,1.315789,0
10,0 0 1/3 0 1 2/3 0 0 0 2/3 2/3 0 0 2/3 0 0 0 0 1 0 0 0 1/3 0 0 0 0 1 0 0 0 0 2/3 0 1/3 1/3 0 2/3 0 0 0 1/3 0 1/3 1,1.105263,1.315789,0
10,0 0 2/3 0 1 1/3 0 0 0 2/3 1 0 0 1/3 0 0 0 0 2/3 0 0 2/3 0 0 0 0 0 0 1/3 0 0 0 1/3 0 1 2/3 0 1/3 0 0 0 2/3 1 0 1/3,1.105263,1.315789,0
10,0 0 1 0 2/3 1/3 0 0 0 1 2/3 0 0 1/3 0 0 0 0 1/3 0 0 2/3 0 0 0 0 0 0 1/3 0 0 0 1 0 2/3 1/3 0 1 0 0 0 1 1/3 0 1/3,1.114286,1.250000,3
10,0 0 1/3 2/3 0 0 0 0 1 1 2/3 0 0 1/3 0 0 0 0 0 2/3 0 0 1/3 0 0 0 0 0 1 0 0 2/3 2/3 0 0 1/3 1 0 0 0 0 2/3 1/3 0 1/3,1.090909,1.272727,0
10,0 0 1/3 1 0 0 0 0 2/3 1 2/3 0 0 1/3 0 0 0 0 0 2/3 0 0 1/3 0 0 0 0 0 1 0 0 1/3 2/3 0 0 1/3 1 0 0 0 0 1 1/3 0 1/3,1.105263,1.315789,0
10,0 0 1/3 1 0 0 0 0 2/3 2/3 1 0 0 1/3 0 0 0 0 0 1 0 0 1/3 0 0 0 0 2/3 0 0 0 1/3 2/3 0 0 1/3 0 2/3 0 0 0 1 2/3 0 1/3,1.105263,1.315789,0
10,0 0 1/3 1 0 0 0 0 2/3 1 2/3 0 0 1/3 0 0 0 0 0 2/3 0 0 1/3 0 0 0 0 1 0 0 0 1/3 2/3 0 0 1 0 1/3 0 0 0 1/3 1/3 0 1,1.105263,1.315789,0
10,0 0 2/3 1 0 0 0 1/3 0 2/3 0 0 0 1/3 0 0 1 0 0 0 1/3 1 0 0 0 0 1 0 1/3 0 0 1/3 2/3 0 0 0 1/3 1 2/3 0 0 0 0 0 1/3,1.105263,1.315789,0
10,0 0 2/3 1 0 0 1/3 0 0 1 0 0 2/3 0 0 1/3 0 0 0 0 2/3 1/3 0 0 0 0 1 1/3 0 0 0 1/3 0 0 2/3 0 0 1/3 1 0 0 0 1 0 1/3,1.105263,1.315789,0
10,0 0 1 2/3 0 1/3 0 0 0 2/3 1/3 0 0 1 0 0 0 0 0 1 0 1/3 0 0 0 0 0 0 2/3 0 0 0 1/3 0 1 1/3 0 2/3 0 0 0 1/3 2/3 2/3 0,1.105263,1.315789,0
10,0 0 2/3 1 0 1/3 0 0 0 2/3 1 0 0 1/3 0 0 0 0 0 1/3 0 1 0 0 0 0 0 0 1/3 0 0 0 2/3 0 1/3 1 0 2/3 0 0 0 1/3 0 1/3 1,1.090909,1.272727,0
10,0 0 2/3 1 0 1/3 0 0 0 2/3 1 0 0 1/3 0 0 0 0 0 1 0 1/3 0 0 0 0 0 0 1/3 0 0 0 1/3 0 2/3 1/3 0 2/3 0 0 0 1 1 1/3 0,1.105263,1.315789,0
10,0 0 2/3 1/3 1 0 0 0 0 2/3 0 0 0 2/3 2/3 0 0 0 0 0 1/3 0 1 0 0 0 0 1/3 0 1 0 0 1 2/3 0 2/3 0 0 1/3 0 0 1/3 0 0 1/3,1.090909,1.272727,0
