n,x0,gapII,family_gapII,num_it
7,1/2 1/2 1 0 0 0 1/2 0 1/2 0 1/2 0 0 1 0 1/2 1/2 0 0 1 1/2,1.111111,1.333333,0
8,0 0 0 0 1/2 1/2 1 0 0 1/2 0 1 1/2 0 1 1/2 0 1/2 1/2 1 1/2 0 0 0 0 0 0 0,1.111111,1.333333,0
8,0 0 0 0 1/2 1/2 1 0 0 1/2 0 1 1/2 1/2 0 1 0 1/2 1 0 1/2 0 1/2 0 0 0 0 0,1.100000,1.300000,0
8,0 0 0 0 1/2 1/2 1 0 0 1/2 0 1 1/2 1 0 1/2 0 1/2 1/2 0 1/2 0 1 0 0 0 0 0,1.111111,1.333333,0
8,0 0 0 0 1/2 1 1/2 0 0 1/2 0 1/2 1 1/2 0 1 0 1/2 1 1/2 0 0 0 1/2 0 0 0 0,1.125000,1.333333,2
